task start end duration memory size
6.6785 1507199853560 1507199883389 29829 384 400
6.844 1507199853027 1507199883001 29974 384 400
7.0145 1507199870129 1507199900295 30166 384 400
3.9301 1507199860169 1507199900861 40692 384 400
6.0559 1507199864255 1507199896064 31809 384 400
2.8648 1507199866652 1507199908733 42081 384 400
6.8456 1507199858924 1507199886872 27948 384 400
5.3261 1507199863658 1507199894647 30989 384 400
5.3581 1507199863115 1507199895328 32213 384 400
3.8218 1507199867857 1507199914322 46465 384 400
7.1852 1507199641416 1507199669964 28548 384 400
3.7639 1507199864906 1507199911558 46652 384 400
5.9555 1507199866354 1507199894515 28161 384 400
5.6033 1507199868317 1507199899560 31243 384 400
3.8566 1507199869599 1507199915657 46058 384 400
3.8204 1507199867441 1507199908440 40999 384 400
4.4543 1507199870129 1507199911380 41251 384 400
7.0603 1507199870577 1507199898355 27778 384 400
4.3759 1507199872516 1507199916394 43878 384 400
6.0165 1507199868614 1507199896561 27947 384 400
5.6918 1507199869535 1507199900296 30761 384 400
5.3798 1507199623721 1507199661838 38117 384 400
3.7542 1507199579900 1507199636010 56110 384 400
3.8241 1507199870738 1507199916817 46079 384 400
6.9259 1507199580116 1507199612570 32454 384 400
6.7156 1507199580115 1507199611991 31876 384 400
4.5205 1507199579937 1507199621076 41139 384 400
6.6777 1507199580128 1507199611308 31180 384 400
4.4528 1507199579960 1507199624224 44264 384 400
3.815 1507199579906 1507199634772 54866 384 400
6.8431 1507199580027 1507199612267 32240 384 400
4.7825 1507199579955 1507199627136 47181 384 400
2.567 1507199579963 1507199634961 54998 384 400
4.8885 1507199625455 1507199663635 38180 384 400
7.0491 1507199580142 1507199611095 30953 384 400
3.222 1507199579951 1507199647354 67403 384 400
3.1837 1507199579952 1507199648495 68543 384 400
6.8562 1507199580155 1507199611394 31239 384 400
7.1335 1507199580121 1507199612827 32706 384 400
7.229 1507199580139 1507199610774 30635 384 400
4.8717 1507199579959 1507199623536 43577 384 400
6.9147 1507199580138 1507199613336 33198 384 400
6.7026 1507199579969 1507199611670 31701 384 400
7.0082 1507199824152 1507199853105 28953 384 400
7.1251 1507199580138 1507199610455 30317 384 400
4.8883 1507199580080 1507199628039 47959 384 400
2.5459 1507199580122 1507199632605 52483 384 400
6.8419 1507199580096 1507199614210 34114 384 400
4.3043 1507199579956 1507199623412 43456 384 400
4.3351 1507199579954 1507199624172 44218 384 400
3.8106 1507199580152 1507199667577 87425 384 400
4.4535 1507199579948 1507199623539 43591 384 400
4.6722 1507199632929 1507199680691 47762 384 400
7.1198 1507199580122 1507199611677 31555 384 400
7.0267 1507199580174 1507199612794 32620 384 400
4.8886 1507199579994 1507199626535 46541 384 400
4.7823 1507199580018 1507199625335 45317 384 400
4.4235 1507199579958 1507199622679 42721 384 400
2.5447 1507199579976 1507199634479 54503 384 400
4.8869 1507199580021 1507199625896 45875 384 400
6.9506 1507199611801 1507199640928 29127 384 400
3.8398 1507199579900 1507199633471 53571 384 400
2.5665 1507199580018 1507199633862 53844 384 400
6.8404 1507199612409 1507199643712 31303 384 400
7.0506 1507199611220 1507199639895 28675 384 400
7.1226 1507199610878 1507199639776 28898 384 400
6.5557 1507199611468 1507199641048 29580 384 400
7.0197 1507199611814 1507199640377 28563 384 400
6.659 1507199612697 1507199643009 30312 384 400
6.9776 1507199612935 1507199642537 29602 384 400
7.0493 1507199613595 1507199646573 32978 384 400
7.0639 1507199610589 1507199638355 27766 384 400
4.3049 1507199579955 1507199624753 44798 384 400
7.0283 1507199611617 1507199639215 27598 384 400
7.1506 1507199612954 1507199641142 28188 384 400
7.126 1507199613466 1507199641934 28468 384 400
6.8575 1507199612133 1507199641711 29578 384 400
4.4009 1507199619815 1507199659697 39882 384 400
6.8423 1507199614687 1507199644487 29800 384 400
4.2822 1507199624376 1507199667760 43384 384 400
4.4518 1507199621187 1507199661099 39912 384 400
6.895 1507199613649 1507199642367 28718 384 400
4.315 1507199623531 1507199665323 41792 384 400
8.1471 1493239655526 1493239707685 52159 448 10
8.6532 1493239655477 1493239703361 47884 448 10
8.607 1493239655792 1493239715040 59248 448 10
6.7954 1493239654955 1493239708415 53460 448 10
8.8665 1493239655607 1493239704908 49301 448 10
8.8762 1493239654936 1493239703559 48623 448 10
7.8292 1493239655539 1493239704258 48719 448 10
5.0206 1493239655688 1493239736816 81128 448 10
8.4118 1493239655380 1493239706440 51060 448 10
8.3309 1493239655651 1493239704301 48650 448 10
8.3788 1493239739975 1493239787861 47886 448 20
4.8425 1493239740786 1493239799961 59175 448 20
5.6574 1493239739954 1493239794019 54065 448 20
5.0996 1493239740814 1493239797413 56599 448 20
5.1026 1493239740764 1493239797689 56925 448 20
7.3912 1493239739925 1493239793546 53621 448 20
7.4434 1493239740684 1493239793092 52408 448 20
4.9799 1493239740826 1493239801373 60547 448 20
3.676 1493239740849 1493239802367 61518 448 20
5.1379 1493239740793 1493239797044 56251 448 20
4.7521 1493239740803 1493239796783 55980 448 20
8.0033 1493239740054 1493239788390 48336 448 20
5.0821 1493239740815 1493239797853 57038 448 20
5.099 1493239741411 1493239799353 57942 448 20
5.0179 1493239739987 1493239799451 59464 448 20
9.8819 1493239739909 1493239787733 47824 448 20
8.2986 1493239740037 1493239790401 50364 448 20
5.0845 1493239740790 1493239800924 60134 448 20
6.8585 1493239739925 1493239791117 51192 448 20
8.3317 1493239739979 1493239790783 50804 448 20
8.3449 1493239804720 1493239866847 62127 448 30
8.3911 1493239804980 1493239853309 48329 448 30
8.3532 1493239805511 1493239853316 47805 448 30
8.3275 1493239804717 1493239868424 63707 448 30
7.0237 1493239804900 1493239858034 53134 448 30
8.8248 1493239804788 1493239866190 61402 448 30
8.5952 1493239804972 1493239852398 47426 448 30
8.3211 1493239805551 1493239854854 49303 448 30
8.399 1493239804871 1493239865975 61104 448 30
8.3564 1493239925383 1493239973166 47783 448 30
8.258 1493239804978 1493239856797 51819 448 30
6.8596 1493239804726 1493239868273 63547 448 30
8.3266 1493239804876 1493239856000 51124 448 30
8.6338 1493239804950 1493239859087 54137 448 30
6.8481 1493239805014 1493239862276 57262 448 30
8.4198 1493239805545 1493239852228 46683 448 30
8.8289 1493239805470 1493239852890 47420 448 30
8.6325 1493239805000 1493239853027 48027 448 30
8.372 1493239805517 1493239868653 63136 448 30
8.4909 1493239805963 1493239857054 51091 448 30
8.6133 1493239805537 1493239855978 50441 448 30
8.5728 1493239805614 1493239857175 51561 448 30
8.1222 1493239804730 1493239867468 62738 448 30
8.5311 1493239804989 1493239854689 49700 448 30
8.3756 1493239804876 1493239865922 61046 448 30
8.3438 1493239804892 1493239866124 61232 448 30
8.5967 1493239804814 1493239865920 61106 448 30
8.5964 1493239804724 1493239867478 62754 448 30
8.6238 1493239804769 1493239865758 60989 448 30
8.6364 1493239805613 1493239868575 62962 448 30
8.3253 1493239976724 1493240041000 64276 448 40
8.5985 1493239977333 1493240045500 68167 448 40
8.3338 1493239977370 1493240024011 46641 448 40
8.4354 1493239976728 1493240024695 47967 448 40
8.5925 1493239976758 1493240023890 47132 448 40
8.3905 1493239976727 1493240023012 46285 448 40
8.1556 1493239976756 1493240043096 66340 448 40
8.5879 1493239976733 1493240042457 65724 448 40
5.8014 1493239976729 1493240049438 72709 448 40
7.857 1493239976757 1493240028132 51375 448 40
8.6305 1493239976731 1493240042362 65631 448 40
8.8735 1493239976721 1493240023177 46456 448 40
8.5787 1493239977243 1493240025422 48179 448 40
8.5858 1493239976767 1493240023687 46920 448 40
9.8169 1493239976760 1493240027070 50310 448 40
8.5535 1493239977247 1493240027564 50317 448 40
8.3826 1493239976638 1493240042657 66019 448 40
8.6453 1493239977283 1493240026027 48744 448 40
8.3309 1493239976836 1493240027156 50320 448 40
8.3477 1493239976711 1493240041612 64901 448 40
8.3156 1493239976739 1493240025020 48281 448 40
8.4913 1493239977676 1493240031094 53418 448 40
8.1771 1493239976764 1493240041103 64339 448 40
8.5712 1493239977284 1493240027142 49858 448 40
8.3694 1493239976645 1493240042426 65781 448 40
8.6186 1493239976750 1493240040713 63963 448 40
8.1141 1493239977541 1493240034761 57220 448 40
4.576 1493239977516 1493240057540 80024 448 40
8.3708 1493239976747 1493240028669 51922 448 40
8.3213 1493239977182 1493240028740 51558 448 40
8.8735 1493239976744 1493240023292 46548 448 40
8.3506 1493239976770 1493240025889 49119 448 40
8.5739 1493239976810 1493240023353 46543 448 40
8.624 1493239976739 1493240025249 48510 448 40
8.2096 1493239977560 1493240039402 61842 448 40
8.358 1493239976752 1493240042768 66016 448 40
8.6394 1493239976797 1493240041577 64780 448 40
8.3434 1493239976724 1493240041424 64700 448 40
4.7807 1493239976754 1493240040914 64160 448 40
8.5536 1493239976769 1493240023987 47218 448 40
5.0037 1493240061374 1493240138851 77477 448 50
8.3763 1493240061657 1493240111560 49903 448 50
8.6653 1493240062120 1493240109594 47474 448 50
8.8206 1493240062525 1493240109105 46580 448 50
5.1294 1493240061329 1493240116934 55605 448 50
8.4242 1493240062417 1493240108734 46317 448 50
5.1174 1493240061617 1493240116920 55303 448 50
8.2852 1493240062408 1493240108696 46288 448 50
5.117 1493240061427 1493240117811 56384 448 50
5.8327 1493240061681 1493240114292 52611 448 50
7.1924 1493240061647 1493240111138 49491 448 50
8.6206 1493240062462 1493240108267 45805 448 50
5.0015 1493240061426 1493240117424 55998 448 50
8.3952 1493240061650 1493240108447 46797 448 50
5.4375 1493240061329 1493240118806 57477 448 50
7.0407 1493240061649 1493240116189 54540 448 50
8.515 1493240062414 1493240109114 46700 448 50
8.3441 1493240061655 1493240108958 47303 448 50
7.4662 1493240061644 1493240112175 50531 448 50
4.9776 1493240061322 1493240118262 56940 448 50
5.2178 1493240061642 1493240137884 76242 448 50
5.1165 1493240061632 1493240116433 54801 448 50
9.7412 1493240061323 1493240116326 55003 448 50
8.5594 1493240061867 1493240107987 46120 448 50
5.2604 1493240061417 1493240116111 54694 448 50
8.3918 1493240061637 1493240108988 47351 448 50
7.4153 1493240061663 1493240111266 49603 448 50
8.2281 1493240062467 1493240109342 46875 448 50
4.932 1493240061630 1493240122393 60763 448 50
8.1765 1493240063261 1493240111980 48719 448 50
8.4782 1493240061422 1493240109797 48375 448 50
8.8611 1493240062125 1493240109564 47439 448 50
5.1205 1493240061620 1493240137984 76364 448 50
7.1053 1493240061320 1493240131181 69861 448 50
7.0395 1493240061645 1493240116805 55160 448 50
8.3005 1493240061662 1493240109145 47483 448 50
7.2025 1493240063296 1493240117444 54148 448 50
7.0378 1493240061630 1493240110790 49160 448 50
6.8552 1493240061619 1493240114321 52702 448 50
7.086 1493240063300 1493240117440 54140 448 50
8.2101 1493240062038 1493240109662 47624 448 50
8.3225 1493240061636 1493240109521 47885 448 50
4.8638 1493240063086 1493240123110 60024 448 50
8.3013 1493240061644 1493240113384 51740 448 50
8.4794 1493240061987 1493240109794 47807 448 50
5.0775 1493240062482 1493240137969 75487 448 50
5.1197 1493240061328 1493240116232 54904 448 50
5.1383 1493240061323 1493240139013 77690 448 50
4.9567 1493240061348 1493240118789 57441 448 50
8.6092 1493240062419 1493240110198 47779 448 50
4.9883 1493240141721 1493240214751 73030 448 60
8.3282 1493240141737 1493240195865 54128 448 60
8.625 1493240141749 1493240187673 45924 448 60
7.8427 1493240141742 1493240199139 57397 448 60
8.4255 1493240141799 1493240190644 48845 448 60
8.599 1493240141750 1493240191070 49320 448 60
8.1212 1493240141835 1493240191019 49184 448 60
7.9947 1493240141733 1493240192039 50306 448 60
6.8505 1493240141734 1493240194982 53248 448 60
7.0605 1493240141749 1493240192681 50932 448 60
8.6244 1493240141823 1493240192146 50323 448 60
8.5629 1493240141834 1493240188047 46213 448 60
8.5987 1493240141751 1493240196474 54723 448 60
5.0976 1493240141715 1493240215308 73593 448 60
8.5979 1493240141745 1493240188425 46680 448 60
8.8836 1493240141726 1493240193566 51840 448 60
8.8139 1493240141734 1493240190509 48775 448 60
8.8102 1493240141735 1493240196042 54307 448 60
8.8526 1493240141804 1493240188683 46879 448 60
8.6588 1493240141807 1493240194930 53123 448 60
8.6413 1493240141731 1493240190392 48661 448 60
6.8323 1493240141871 1493240190883 49012 448 60
8.4345 1493240141727 1493240187296 45569 448 60
8.0951 1493240141739 1493240192257 50518 448 60
7.2323 1493240141765 1493240193218 51453 448 60
8.3812 1493240141800 1493240191637 49837 448 60
8.8329 1493240141724 1493240188500 46776 448 60
8.8161 1493240141810 1493240191432 49622 448 60
8.2117 1493240141799 1493240190440 48641 448 60
8.3302 1493240141827 1493240190180 48353 448 60
8.3906 1493240141744 1493240190244 48500 448 60
8.2548 1493240141804 1493240192602 50798 448 60
8.6718 1493240141738 1493240188413 46675 448 60
8.5522 1493240141747 1493240197499 55752 448 60
8.6486 1493240141794 1493240190317 48523 448 60
8.6444 1493240141754 1493240192734 50980 448 60
8.499 1493240141867 1493240188012 46145 448 60
8.606 1493240188257 1493240235393 47136 448 60
7.5733 1493240141817 1493240190656 48839 448 60
8.3649 1493240141826 1493240189558 47732 448 60
8.1107 1493240142222 1493240190680 48458 448 60
8.2039 1493240187432 1493240234412 46980 448 60
7.035 1493240141837 1493240190395 48558 448 60
8.4002 1493240141741 1493240187712 45971 448 60
5.0899 1493240141717 1493240217127 75410 448 60
8.8985 1493240141827 1493240187275 45448 448 60
8.3172 1493240142394 1493240192771 50377 448 60
8.4382 1493240188213 1493240235767 47554 448 60
8.6707 1493240188014 1493240235618 47604 448 60
8.4237 1493240142394 1493240193651 51257 448 60
8.2605 1493240188473 1493240236261 47788 448 60
8.2747 1493240188659 1493240235338 46679 448 60
8.3406 1493240188218 1493240234947 46729 448 60
8.5975 1493240188657 1493240234158 45501 448 60
8.8886 1493240188744 1493240235384 46640 448 60
5.0251 1493240141716 1493240215625 73909 448 60
8.8456 1493240188641 1493240235280 46639 448 60
8.4056 1493240141740 1493240195012 53272 448 60
8.6022 1493240141726 1493240188452 46726 448 60
8.4034 1493240141720 1493240196170 54450 448 60
4.969 1493240240068 1493240296207 56139 448 70
8.5087 1493240240105 1493240287185 47080 448 70
8.648 1493240240114 1493240287454 47340 448 70
6.1193 1493240240250 1493240293255 53005 448 70
5.0984 1493240240312 1493240316724 76412 448 70
7.195 1493240240098 1493240298425 58327 448 70
7.0753 1493240240253 1493240291614 51361 448 70
7.1066 1493240240326 1493240298322 57996 448 70
5.811 1493240240319 1493240305090 64771 448 70
8.256 1493240240341 1493240291675 51334 448 70
8.3978 1493240240242 1493240287488 47246 448 70
8.429 1493240240091 1493240287612 47521 448 70
6.9736 1493240240359 1493240287774 47415 448 70
5.0946 1493240240273 1493240317876 77603 448 70
4.9238 1493240240248 1493240296767 56519 448 70
5.1027 1493240240301 1493240295343 55042 448 70
5.1229 1493240240271 1493240317162 76891 448 70
5.098 1493240240310 1493240316709 76399 448 70
6.8851 1493240240337 1493240296897 56560 448 70
8.6103 1493240240249 1493240290513 50264 448 70
8.1984 1493240240336 1493240290599 50263 448 70
8.0011 1493240240247 1493240289232 48985 448 70
8.2812 1493240240083 1493240287394 47311 448 70
8.6151 1493240240309 1493240287169 46860 448 70
8.4728 1493240240245 1493240310950 70705 448 70
8.4198 1493240240366 1493240287183 46817 448 70
8.6514 1493240240332 1493240287496 47164 448 70
4.8599 1493240240242 1493240296825 56583 448 70
7.0723 1493240240264 1493240295747 55483 448 70
8.6184 1493240240687 1493240287085 46398 448 70
7.1115 1493240240324 1493240298161 57837 448 70
8.2469 1493240240352 1493240289119 48767 448 70
5.8884 1493240240342 1493240304879 64537 448 70
8.8488 1493240240224 1493240286260 46036 448 70
8.0947 1493240290742 1493240339263 48521 448 70
5.8339 1493240240378 1493240304891 64513 448 70
6.7384 1493240240796 1493240287634 46838 448 70
7.621 1493240240323 1493240289784 49461 448 70
8.0358 1493240240270 1493240290505 50235 448 70
8.2444 1493240240358 1493240288276 47918 448 70
8.3838 1493240240924 1493240288875 47951 448 70
7.0011 1493240240260 1493240295731 55471 448 70
5.08 1493240240246 1493240296240 55994 448 70
6.7696 1493240240417 1493240297353 56936 448 70
8.8366 1493240240093 1493240286424 46331 448 70
6.9521 1493240240858 1493240291992 51134 448 70
7.0826 1493240240894 1493240298718 57824 448 70
8.5831 1493240286534 1493240354244 67710 448 70
4.3372 1493240287163 1493240339819 52656 448 70
8.395 1493240287405 1493240333991 46586 448 70
4.5924 1493240287766 1493240339998 52232 448 70
8.695 1493240287395 1493240340236 52841 448 70
8.3666 1493240287363 1493240334723 47360 448 70
8.3627 1493240287635 1493240334916 47281 448 70
4.7563 1493240289260 1493240337128 47868 448 70
4.9892 1493240240283 1493240295906 55623 448 70
8.6084 1493240287697 1493240335828 48131 448 70
8.3128 1493240287873 1493240337598 49725 448 70
8.634 1493240287481 1493240332952 45471 448 70
8.3894 1493240287629 1493240333507 45878 448 70
8.578 1493240287759 1493240334852 47093 448 70
8.0769 1493240287973 1493240337639 49666 448 70
8.6328 1493240288584 1493240342385 53801 448 70
7.4293 1493240291130 1493240345711 54581 448 70
8.8711 1493240288108 1493240337540 49432 448 70
5.3752 1493240289344 1493240337360 48016 448 70
8.679 1493240240084 1493240287027 46943 448 70
7.4181 1493240289452 1493240363048 73596 448 70
5.0591 1493240240097 1493240316316 76219 448 70
5.2012 1493240240264 1493240316363 76099 448 70
8.4154 1493240365643 1493240415588 49945 448 80
5.1342 1493240365613 1493240441823 76210 448 80
7.4351 1493240365524 1493240417446 51922 448 80
8.4257 1493240365608 1493240414692 49084 448 80
4.9861 1493240365567 1493240440923 75356 448 80
8.3047 1493240365615 1493240415155 49540 448 80
8.5826 1493240365602 1493240411723 46121 448 80
5.32 1493240365594 1493240436714 71120 448 80
8.2954 1493240365586 1493240411835 46249 448 80
8.405 1493240365607 1493240411867 46260 448 80
4.9157 1493240365515 1493240439864 74349 448 80
8.193 1493240365593 1493240414193 48600 448 80
8.482 1493240365714 1493240413297 47583 448 80
4.3789 1493240365513 1493240442055 76542 448 80
5.8444 1493240365587 1493240438464 72877 448 80
6.8524 1493240365499 1493240418555 53056 448 80
8.5412 1493240365582 1493240414789 49207 448 80
6.8573 1493240365613 1493240423594 57981 448 80
8.243 1493240365530 1493240417782 52252 448 80
8.3961 1493240365607 1493240413128 47521 448 80
7.7633 1493240365516 1493240415128 49612 448 80
8.5558 1493240366705 1493240413065 46360 448 80
4.9588 1493240365574 1493240443078 77504 448 80
5.0276 1493240365537 1493240438941 73404 448 80
4.9874 1493240365537 1493240438872 73335 448 80
4.9889 1493240365590 1493240438693 73103 448 80
7.8231 1493240365631 1493240415071 49440 448 80
8.2416 1493240365617 1493240413819 48202 448 80
8.394 1493240365558 1493240412392 46834 448 80
8.2685 1493240367470 1493240415868 48398 448 80
8.1704 1493240366641 1493240416879 50238 448 80
8.3251 1493240365595 1493240415078 49483 448 80
8.6071 1493240365530 1493240415373 49843 448 80
8.2484 1493240365653 1493240414976 49323 448 80
4.9656 1493240365518 1493240441126 75608 448 80
8.3087 1493240367146 1493240418144 50998 448 80
8.6802 1493240366645 1493240412805 46160 448 80
8.6151 1493240366652 1493240413332 46680 448 80
8.6612 1493240411989 1493240458539 46550 448 80
8.4776 1493240366729 1493240415350 48621 448 80
8.193 1493240366818 1493240414897 48079 448 80
8.2071 1493240411934 1493240460657 48723 448 80
8.4852 1493240366874 1493240414533 47659 448 80
4.9039 1493240413935 1493240495753 81818 448 80
5.0612 1493240365607 1493240441186 75579 448 80
7.9406 1493240365577 1493240418352 52775 448 80
8.4787 1493240367443 1493240414224 46781 448 80
8.3636 1493240367245 1493240415520 48275 448 80
8.374 1493240412992 1493240471132 58140 448 80
7.9094 1493240366749 1493240415589 48840 448 80
8.4003 1493240413228 1493240460390 47162 448 80
8.5553 1493240412403 1493240461082 48679 448 80
8.607 1493240412548 1493240458632 46084 448 80
8.1084 1493240413969 1493240464068 50099 448 80
8.059 1493240414450 1493240463528 49078 448 80
5.0065 1493240365619 1493240438405 72786 448 80
8.3612 1493240413541 1493240459803 46262 448 80
8.286 1493240414744 1493240477080 62336 448 80
8.6232 1493240414869 1493240461805 46936 448 80
5.1197 1493240415362 1493240469522 54160 448 80
8.2134 1493240414854 1493240462057 47203 448 80
8.1615 1493240415048 1493240462192 47144 448 80
8.6046 1493240415626 1493240462752 47126 448 80
8.4377 1493240415489 1493240462184 46695 448 80
8.1883 1493240414343 1493240477060 62717 448 80
7.8812 1493240415179 1493240464416 49237 448 80
7.3917 1493240365533 1493240419710 54177 448 80
5.8828 1493240416120 1493240482592 66472 448 80
5.118 1493240415761 1493240492147 76386 448 80
8.3784 1493240415249 1493240462657 47408 448 80
8.0956 1493240416310 1493240462744 46434 448 80
8.3149 1493240416479 1493240464070 47591 448 80
8.5755 1493240415281 1493240461841 46560 448 80
5.1551 1493240415564 1493240472405 56841 448 80
8.5812 1493240417032 1493240464012 46980 448 80
5.1208 1493240415524 1493240491924 76400 448 80
7.7757 1493240415237 1493240464439 49202 448 80
8.1428 1493240366128 1493240415756 49628 448 80
7.8899 1493240415764 1493240463731 47967 448 80
8.1981 1493240366693 1493240415320 48627 448 80
8.3388 1493240501488 1493240548392 46904 448 90
4.9915 1493240501467 1493240556507 55040 448 90
8.1382 1493240501483 1493240549481 47998 448 90
5.0982 1493240501551 1493240557854 56303 448 90
8.8606 1493240501483 1493240547904 46421 448 90
8.1407 1493240501478 1493240549194 47716 448 90
5.794 1493240501478 1493240569965 68487 448 90
8.1188 1493240501588 1493240550355 48767 448 90
8.0067 1493240501508 1493240549741 48233 448 90
8.2771 1493240501584 1493240548628 47044 448 90
5.1206 1493240501537 1493240558736 57199 448 90
8.2764 1493240501582 1493240549137 47555 448 90
8.2242 1493240501519 1493240547602 46083 448 90
8.4366 1493240501621 1493240547742 46121 448 90
5.6849 1493240501527 1493240550619 49092 448 90
8.8812 1493240501596 1493240547540 45944 448 90
7.6174 1493240501611 1493240555833 54222 448 90
8.3263 1493240501571 1493240548913 47342 448 90
8.6299 1493240501542 1493240548223 46681 448 90
8.4247 1493240501639 1493240547718 46079 448 90
8.3456 1493240501597 1493240549908 48311 448 90
8.5374 1493240501532 1493240550915 49383 448 90
8.552 1493240501586 1493240548346 46760 448 90
5.03 1493240501530 1493240552413 50883 448 90
5.1246 1493240501525 1493240552628 51103 448 90
8.4153 1493240547921 1493240593978 46057 448 90
8.8164 1493240501524 1493240547445 45921 448 90
4.9631 1493240501484 1493240557132 55648 448 90
5.627 1493240501530 1493240550289 48759 448 90
8.5006 1493240501546 1493240549340 47794 448 90
8.121 1493240547629 1493240597571 49942 448 90
8.2128 1493240501517 1493240548596 47079 448 90
8.4816 1493240501658 1493240547380 45722 448 90
8.0446 1493240501611 1493240551334 49723 448 90
8.8848 1493240547566 1493240592985 45419 448 90
8.3414 1493240501519 1493240549400 47881 448 90
8.2761 1493240547697 1493240593561 45864 448 90
8.6241 1493240501561 1493240548072 46511 448 90
8.4898 1493240501609 1493240547685 46076 448 90
8.6571 1493240547633 1493240593825 46192 448 90
7.3998 1493240501484 1493240553244 51760 448 90
8.344 1493240501585 1493240547965 46380 448 90
8.9407 1493240501522 1493240546942 45420 448 90
8.6134 1493240501522 1493240548475 46953 448 90
8.6496 1493240501543 1493240547904 46361 448 90
5.0962 1493240501532 1493240557956 56424 448 90
8.2199 1493240501559 1493240549255 47696 448 90
7.977 1493240501511 1493240550183 48672 448 90
7.9949 1493240501563 1493240550637 49074 448 90
8.405 1493240547079 1493240594883 47804 448 90
8.3856 1493240501571 1493240548863 47292 448 90
7.2593 1493240501568 1493240554706 53138 448 90
8.4268 1493240548064 1493240593781 45717 448 90
8.4279 1493240547899 1493240593261 45362 448 90
8.5322 1493240548100 1493240594242 46142 448 90
8.3747 1493240501530 1493240552929 51399 448 90
8.6402 1493240548323 1493240595203 46880 448 90
8.4288 1493240547902 1493240593264 45362 448 90
8.6477 1493240548133 1493240596264 48131 448 90
8.2183 1493240547779 1493240594359 46580 448 90
8.6179 1493240548611 1493240595300 46689 448 90
8.8592 1493240548797 1493240594569 45772 448 90
8.8902 1493240549059 1493240596610 47551 448 90
8.1283 1493240549315 1493240596253 46938 448 90
8.3833 1493240548750 1493240595226 46476 448 90
8.0435 1493240549105 1493240598678 49573 448 90
8.5335 1493240501617 1493240547458 45841 448 90
8.3545 1493240549410 1493240595880 46470 448 90
8.1378 1493240550306 1493240598320 48014 448 90
8.401 1493240549386 1493240596167 46781 448 90
7.9008 1493240550087 1493240598557 48470 448 90
8.4011 1493240550805 1493240597355 46550 448 90
8.5558 1493240548557 1493240594727 46170 448 90
8.3792 1493240548535 1493240595575 47040 448 90
8.3317 1493240549856 1493240595219 45363 448 90
8.3214 1493240549575 1493240596400 46825 448 90
8.8842 1493240548392 1493240595446 47054 448 90
8.098 1493240501549 1493240550139 48590 448 90
8.3056 1493240550474 1493240597235 46761 448 90
8.0803 1493240549576 1493240596933 47357 448 90
8.3678 1493240549622 1493240596586 46964 448 90
8.6093 1493240550767 1493240597384 46617 448 90
7.9108 1493240550337 1493240599191 48854 448 90
8.618 1493240550575 1493240595504 44929 448 90
8.3127 1493240551134 1493240597491 46357 448 90
8.8527 1493240551517 1493240598253 46736 448 90
7.8841 1493240552550 1493240602098 49548 448 90
8.2151 1493240552782 1493240599600 46818 448 90
4.945 1493240501601 1493240558801 57200 448 90
8.2547 1493240553071 1493240600200 47129 448 90
8.1242 1493240605911 1493240651558 45647 448 100
8.5293 1493240605797 1493240652592 46795 448 100
7.2419 1493240656704 1493240708648 51944 448 100
8.3186 1493240605791 1493240654152 48361 448 100
8.4173 1493240605770 1493240652396 46626 448 100
7.3685 1493240605928 1493240652182 46254 448 100
8.2058 1493240605797 1493240653779 47982 448 100
8.6842 1493240605775 1493240651064 45289 448 100
8.5948 1493240605950 1493240656870 50920 448 100
8.2562 1493240605956 1493240658071 52115 448 100
8.3561 1493240605774 1493240656154 50380 448 100
8.1149 1493240605777 1493240653304 47527 448 100
8.2595 1493240605923 1493240652494 46571 448 100
8.6355 1493240605769 1493240651449 45680 448 100
8.3482 1493240605802 1493240651486 45684 448 100
7.8731 1493240605925 1493240651882 45957 448 100
7.6309 1493240605905 1493240651745 45840 448 100
8.3704 1493240605795 1493240656360 50565 448 100
8.882 1493240605924 1493240651342 45418 448 100
8.6466 1493240605769 1493240651692 45923 448 100
8.5167 1493240605772 1493240656197 50425 448 100
9.792 1493240605967 1493240668685 62718 448 100
8.0714 1493240605786 1493240653560 47774 448 100
8.6658 1493240605916 1493240654729 48813 448 100
8.3533 1493240605788 1493240653420 47632 448 100
8.3712 1493240605914 1493240653809 47895 448 100
8.3236 1493240605872 1493240654600 48728 448 100
8.5686 1493240605769 1493240652274 46505 448 100
8.8941 1493240605943 1493240652934 46991 448 100
8.3554 1493240605938 1493240653159 47221 448 100
8.619 1493240605967 1493240652387 46420 448 100
8.3388 1493240606001 1493240654968 48967 448 100
8.4732 1493240605906 1493240651412 45506 448 100
8.667 1493240605876 1493240651684 45808 448 100
8.3196 1493240605915 1493240654149 48234 448 100
8.5743 1493240605952 1493240652572 46620 448 100
8.2738 1493240605876 1493240651701 45825 448 100
8.5381 1493240605884 1493240653576 47692 448 100
8.6133 1493240605867 1493240650967 45100 448 100
8.6336 1493240651865 1493240698285 46420 448 100
8.8916 1493240651224 1493240697772 46548 448 100
8.3502 1493240605868 1493240651316 45448 448 100
7.779 1493240605873 1493240651365 45492 448 100
8.5938 1493240605932 1493240653375 47443 448 100
8.3677 1493240605871 1493240652452 46581 448 100
8.6505 1493240605924 1493240656491 50567 448 100
8.8791 1493240605789 1493240650992 45203 448 100
8.6101 1493240651168 1493240697927 46759 448 100
8.3754 1493240605895 1493240652500 46605 448 100
8.6165 1493240605854 1493240651759 45905 448 100
8.8362 1493240651210 1493240698112 46902 448 100
8.8996 1493240651855 1493240698244 46389 448 100
