provider;memory;Time;value
azure;;2017-05-11T09:33:42.403Z;0.1857623989999997
azure;;2017-05-11T09:38:57.004Z;0.1805798000000003
azure;;2017-05-11T09:43:54.924Z;0.17824289900000068
azure;;2017-05-11T09:48:42.817Z;0.17661400000000071
azure;;2017-05-11T09:53:49.528Z;0.17924760000000006
azure;;2017-05-11T09:58:56.106Z;0.19482929900000023
azure;;2017-05-11T10:03:56.196Z;0.18309459999999866
azure;;2017-05-11T10:08:46.995Z;0.1828138999999993
azure;;2017-05-11T10:13:50.085Z;1.0656455999999999
azure;;2017-05-11T10:18:33.740Z;0.18857809999999908
azure;;2017-05-11T10:23:58.250Z;0.1802291010000001
azure;;2017-05-11T10:28:44.407Z;0.1774912989999997
azure;;2017-05-11T10:33:49.058Z;0.17149500000000018
azure;;2017-05-11T10:39:03.351Z;0.18625760099999944
azure;;2017-05-11T10:44:03.559Z;0.18182089999999995
azure;;2017-05-11T10:48:52.077Z;0.2328733990000007
azure;;2017-05-11T10:53:49.695Z;0.18333709999999925
azure;;2017-05-11T10:58:57.991Z;0.18054689899999943
azure;;2017-05-11T11:04:00.956Z;0.1907034999999997
azure;;2017-05-11T11:08:40.576Z;0.21247330099999928
azure;;2017-05-11T11:13:44.913Z;0.19383470000000003
azure;;2017-05-11T11:19:03.828Z;2.5222833
azure;;2017-05-11T11:23:59.966Z;0.2040841000000011
azure;;2017-05-11T11:28:52.115Z;0.21383509999999895
azure;;2017-05-11T11:33:49.240Z;0.20869520000000108
azure;;2017-05-11T11:38:59.893Z;0.2218719
azure;;2017-05-11T11:43:52.101Z;0.19463069999999938
azure;;2017-05-11T11:48:47.428Z;0.1789037000000011
azure;;2017-05-11T11:53:47.062Z;0.23278499899999971
azure;;2017-05-11T11:58:57.807Z;0.19926639899999898
azure;;2017-05-11T12:03:55.231Z;0.20682399900000092
azure;;2017-05-11T12:08:39.224Z;0.19842199900000068
azure;;2017-05-11T12:13:47.809Z;0.2099346999999998
azure;;2017-05-11T12:18:54.673Z;0.24241320000000144
azure;;2017-05-11T12:24:00.639Z;1.9038246999999995
azure;;2017-05-11T12:28:42.593Z;0.22690100099999988
azure;;2017-05-11T12:33:50.092Z;0.22326399999999857
azure;;2017-05-11T12:38:59.329Z;0.23034790000000172
azure;;2017-05-11T12:43:54.962Z;0.22254470100000034
azure;;2017-05-11T12:48:53.632Z;0.23392769899999877
azure;;2017-05-11T12:53:49.928Z;0.21959760000000017
azure;;2017-05-11T12:58:56.416Z;0.23074950099999825
azure;;2017-05-11T13:03:52.773Z;0.18856370099999964
azure;;2017-05-11T13:08:43.718Z;0.20246050000000082
azure;;2017-05-11T13:13:45.685Z;0.17430440000000047
azure;;2017-05-11T13:18:57.021Z;0.1901407009999989
azure;;2017-05-11T13:23:36.520Z;0.18825849999999988
azure;;2017-05-11T13:28:56.916Z;2.5173725000000005
azure;;2017-05-11T13:33:48.812Z;0.1882350000000006
azure;;2017-05-11T13:39:00.858Z;0.17847510100000008
azure;;2017-05-11T13:43:58.257Z;0.1850416999999993
azure;;2017-05-11T13:48:49.011Z;0.17244349999999997
azure;;2017-05-11T13:53:52.219Z;0.20611089900000046
azure;;2017-05-11T13:59:00.436Z;0.1891613000000003
azure;;2017-05-11T14:04:17.029Z;0.24946360100000042
azure;;2017-05-11T14:08:46.393Z;0.7379218010000006
azure;;2017-05-11T14:14:10.448Z;0.18892669999999967
azure;;2017-05-11T14:18:39.496Z;0.18336590000000008
azure;;2017-05-11T14:24:01.842Z;0.17940100000000037
azure;;2017-05-11T14:28:56.838Z;0.1757882999999989
azure;;2017-05-11T14:33:55.506Z;3.539444398999999
azure;;2017-05-11T14:39:11.268Z;0.17832409899999924
azure;;2017-05-11T14:43:59.146Z;0.1803214000000004
azure;;2017-05-11T14:48:53.607Z;0.2401283999999997
azure;;2017-05-11T14:53:48.820Z;0.17821430100000057
azure;;2017-05-11T14:58:50.191Z;0.17718739999999933
azure;;2017-05-11T15:03:56.994Z;0.17587950099999894
azure;;2017-05-11T15:08:45.607Z;0.17746499899999968
azure;;2017-05-11T15:13:45.460Z;0.18434759999999883
azure;;2017-05-11T15:19:07.184Z;0.17918880000000037
azure;;2017-05-11T15:23:59.824Z;0.1839315000000017
azure;;2017-05-11T15:28:56.343Z;0.17473859999999952
azure;;2017-05-11T15:33:47.568Z;0.24633839999999907
azure;;2017-05-11T15:39:13.807Z;7.5730766
azure;;2017-05-11T15:44:07.046Z;0.5160339
azure;;2017-05-11T15:48:55.555Z;0.20390529899999876
azure;;2017-05-11T15:53:57.472Z;0.1814990999999999
azure;;2017-05-11T15:59:11.683Z;1.7168354000000008
azure;;2017-05-11T16:04:08.552Z;0.1714576000000001
azure;;2017-05-11T16:08:55.266Z;0.395038600000003
azure;;2017-05-11T16:13:45.789Z;0.17093199900000045
azure;;2017-05-11T16:18:55.440Z;0.34138550000000123
azure;;2017-05-11T16:23:54.293Z;0.2160806010000016
azure;;2017-05-11T16:28:55.166Z;0.1922530000000009
azure;;2017-05-11T16:33:48.544Z;0.18065399999999698
azure;;2017-05-11T16:39:04.345Z;0.2465625999999972
azure;;2017-05-11T16:43:58.940Z;0.17260340099999993
azure;;2017-05-11T16:48:56.862Z;3.2778913000000003
azure;;2017-05-11T16:53:46.316Z;0.18628399999999878
azure;;2017-05-11T16:58:55.209Z;1.1644085000000004
azure;;2017-05-11T17:03:52.912Z;0.1790472999999988
azure;;2017-05-11T17:08:52.937Z;0.2092255999999999
azure;;2017-05-11T17:13:49.746Z;0.4100791999999984
azure;;2017-05-11T17:18:59.704Z;0.18828889999999987
azure;;2017-05-11T17:23:58.512Z;0.6739445989999986
azure;;2017-05-11T17:28:53.924Z;0.5029579000000002
azure;;2017-05-11T17:33:54.395Z;0.1803209999999993
azure;;2017-05-11T17:38:54.057Z;0.1880576009999988
azure;;2017-05-11T17:44:11.688Z;0.44667920099999847
azure;;2017-05-11T17:49:08.745Z;0.9069716999999997
azure;;2017-05-11T17:54:07.818Z;2.7536326000000013
azure;;2017-05-11T17:59:03.366Z;0.3816431989999991
azure;;2017-05-11T18:04:03.184Z;0.2151694010000007
azure;;2017-05-11T18:09:00.281Z;0.9978181999999975
azure;;2017-05-11T18:14:00.022Z;0.43952939899999777
azure;;2017-05-11T18:18:59.516Z;0.26419950000000014
azure;;2017-05-11T18:24:25.714Z;0.4209920010000019
azure;;2017-05-11T18:29:00.398Z;0.6728350010000028
azure;;2017-05-11T18:34:04.535Z;0.17274759900000092
azure;;2017-05-11T18:39:33.581Z;0.7716396000000003
azure;;2017-05-11T18:44:01.206Z;0.3059956000000028
azure;;2017-05-11T18:48:20.830Z;0.6552265999999989
azure;;2017-05-11T18:53:58.972Z;0.45347380000000115
azure;;2017-05-11T18:59:00.799Z;3.3728996
azure;;2017-05-11T19:03:53.515Z;0.19006779999999956
azure;;2017-05-11T19:13:58.664Z;3.224247499999999
azure;;2017-05-11T19:18:56.251Z;0.18740570000000112
azure;;2017-05-11T19:23:55.958Z;0.23963410100000004
