date,provider,memory,macAddr,deployment,external
"2017-10-17T15:17:31.906376001Z","bluemix","128","""0bf77e60cc56""",,5.576161
"2017-10-17T15:22:28.804361609Z","bluemix","128","""0bf77e60cc56""",,5.60278
"2017-10-17T15:27:35.094939463Z","bluemix","128","""0bf77e60cc56""",,5.75584
"2017-10-17T15:32:29.932311546Z","bluemix","128","""0bf77e60cc56""",,5.468612
"2017-10-17T15:37:29.979443656Z","bluemix","128","""0bf77e60cc56""",,5.695743
"2017-10-17T15:42:28.40749668Z","bluemix","128","""0bf77e60cc56""",,5.546382
"2017-10-17T15:47:29.851714407Z","bluemix","128","""0bf77e60cc56""",,5.784732
"2017-10-17T15:52:29.363207034Z","bluemix","128","""0bf77e60cc56""",,5.511865
"2017-10-17T15:57:29.779026761Z","bluemix","128","""0bf77e60cc56""",,5.68799
"2017-10-17T16:02:31.082394296Z","bluemix","128","""0bf77e60cc56""",,5.694374
"2017-10-17T16:07:31.313224784Z","bluemix","128","""0bf77e60cc56""",,5.668149
"2017-10-17T16:12:33.484818799Z","bluemix","128","""0bf77e60cc56""",,5.707788
"2017-10-17T16:17:31.654516071Z","bluemix","128","""0bf77e60cc56""",,9.179658
"2017-10-17T16:22:26.945329313Z","bluemix","128","""0bf77e60cc56""",,5.661799
"2017-10-17T16:27:35.278742212Z","bluemix","128","""0bf77e60cc56""",,5.746626
"2017-10-17T16:32:29.346364673Z","bluemix","128","""0bf77e60cc56""",,5.532993
"2017-10-17T16:37:30.141089607Z","bluemix","128","""0bf77e60cc56""",,5.758851
"2017-10-17T16:42:30.400859818Z","bluemix","128","""0bf77e60cc56""",,5.731762
"2017-10-17T16:47:28.634897211Z","bluemix","128","""0bf77e60cc56""",,5.577627
"2017-10-17T16:52:28.633192595Z","bluemix","128","""0bf77e60cc56""",,5.632706
"2017-10-16T13:46:09.784578761Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",6.928736
"2017-10-16T14:01:31.835349442Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.364358
"2017-10-16T14:06:23.42435177Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",26.661076
"2017-10-16T14:11:27.135172982Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",25.912082
"2017-10-16T14:16:30.133248754Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",27.529498
"2017-10-16T14:21:29.535481624Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.069117
"2017-10-16T14:26:29.530194317Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.35881
"2017-10-16T14:31:30.232536945Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",27.007397
"2017-10-16T14:36:31.930836525Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",27.834557
"2017-10-16T14:41:31.140468903Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.843812
"2017-10-16T14:46:30.929439785Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",29.388087
"2017-10-16T14:51:31.829851426Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",29.174815
"2017-10-16T14:56:33.045249512Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",29.11152
"2017-10-16T15:01:31.731109016Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",29.376533
"2017-10-16T15:06:29.93566614Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",27.609706
"2017-10-16T15:11:29.136933357Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",26.609272
"2017-10-16T15:16:28.934922431Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",27.77213
"2017-10-16T15:21:25.926140785Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.980144
"2017-10-16T15:26:30.432778606Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",29.05623
"2017-10-16T15:31:29.733372172Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.402184
"2017-10-16T15:36:29.831040499Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",27.403551
"2017-10-16T15:41:29.728239772Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",25.729361
"2017-10-16T15:46:27.140247084Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",25.389557
"2017-10-16T15:51:30.742740058Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",26.700076
"2017-10-16T16:01:31.827548711Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.723289
"2017-10-16T16:06:28.833731096Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",26.812513
"2017-10-16T16:11:30.535274696Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",27.612544
"2017-10-16T16:16:30.732644505Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",26.875683
"2017-10-16T16:21:29.928712319Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",25.484504
"2017-10-16T16:26:32.629792283Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.769903
"2017-10-16T16:31:31.434829866Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.059807
"2017-10-16T16:36:29.631471461Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.713022
"2017-10-16T16:41:29.323938701Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",26.159939
"2017-10-16T16:46:31.832426152Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",27.284965
"2017-10-16T16:51:35.938306833Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",26.913306
"2017-10-16T16:56:33.927057044Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.239505
"2017-10-16T17:01:31.928876574Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.026151
"2017-10-16T17:06:30.224604046Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",26.081738
"2017-10-16T17:11:29.329590551Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",26.542104
"2017-10-16T17:16:32.525051965Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.814068
"2017-10-16T17:21:28.324285077Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",26.000531
"2017-10-16T17:26:27.832072298Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",25.483545
"2017-10-16T17:31:27.635960722Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",26.67052
"2017-10-16T17:36:31.630921376Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",25.923119
"2017-10-16T17:41:24.426767999Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",25.034555
"2017-10-16T17:46:27.033825703Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",26.015429
"2017-10-16T17:51:31.528113434Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",27.815334
"2017-10-16T17:56:29.336703831Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",27.184629
"2017-10-16T18:01:30.330846188Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.297568
"2017-10-16T18:06:29.327080142Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",26.139956
"2017-10-16T18:11:30.131828811Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.785868
"2017-10-16T18:16:25.127069773Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.398009
"2017-10-16T18:21:28.333380183Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.594714
"2017-10-16T18:26:32.029152066Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.757059
"2017-10-16T18:31:31.935526694Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.349003
"2017-10-16T18:36:31.233738771Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",27.800669
"2017-10-16T18:41:27.040072885Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",26.014049
"2017-10-16T18:46:32.337658944Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.119756
"2017-10-16T18:51:31.425377434Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.350199
"2017-10-16T18:56:30.430550771Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.725808
"2017-10-16T19:01:33.25196533Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",29.200835
"2017-10-16T19:06:30.932180352Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",29.562136
"2017-10-16T19:11:31.030030432Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.583044
"2017-10-16T19:16:31.63156849Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.740642
"2017-10-16T19:21:30.034731688Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.607444
"2017-10-16T19:26:30.730828438Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.417019
"2017-10-16T19:31:32.832923703Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",27.389873
"2017-10-16T19:36:28.635890062Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",27.215911
"2017-10-16T19:41:23.635950792Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",27.382584
"2017-10-16T19:46:31.03240729Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.137248
"2017-10-16T19:51:27.335863793Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.654608
"2017-10-16T19:56:30.636498549Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.005857
"2017-10-16T20:01:32.326669802Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",29.242928
"2017-10-16T20:06:29.526895781Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",27.629561
"2017-10-16T20:11:32.335170242Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.177742
"2017-10-16T20:16:30.434728504Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",27.459426
"2017-10-16T20:21:30.035524042Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.477906
"2017-10-16T20:26:31.832869348Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.524089
"2017-10-16T20:31:31.53134116Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",29.357237
"2017-10-16T20:36:30.725168943Z","google","256","""0c1424873116f3d84c296ee8fc4836737acd94b0d6b0b8af830f02ed6064e9bb58fcb75dc56ed83dba8e7546fa3c3c2d""","1",28.964655
