date,provider,memory,lifetime
"2018-01-23T08:32:38.061531324Z","google","128",5.8545869249999996
"2017-12-11T08:57:30.832954954Z","bluemix","128",611.042254685
"2018-01-18T20:10:11.636407246Z","bluemix","512",303.874619257
"2018-02-19T17:35:33.778799303Z","bluemix","256",5.280561198
"2018-02-26T16:06:21.78878575Z","bluemix","256",32.665919473
"2017-09-22T02:43:06.902367677Z","google","128",4.35984548
"2018-02-19T14:20:33.906391477Z","bluemix","256",5.525532167
"2017-11-23T00:30:20.02347263Z","bluemix","512",9.334779296
"2018-03-06T19:25:48.797127092Z","bluemix","256",5.315755177
"2018-02-10T11:20:15.111950166Z","google","512",127224.899262348
"2017-12-11T09:17:08.469452785Z","bluemix","128",601.587145724
"2018-02-28T12:20:25.362392542Z","bluemix","512",16.214284279
"2017-10-24T22:17:41.59701879Z","bluemix","128",5.465682747
"2017-11-09T15:32:38.253409305Z","bluemix","128",8132.806677148
"2017-11-24T09:45:11.479738378Z","bluemix","512",48003.563313453
"2017-11-22T23:05:16.827308435Z","bluemix","512",8.668914517
"2017-11-23T06:25:14.219918322Z","bluemix","512",5.856236843
"2018-02-28T14:06:20.49756442Z","bluemix","256",26.047238122
"2017-11-22T04:50:13.661381428Z","bluemix","512",5.142084791
"2018-02-26T02:21:00.351108793Z","bluemix","256",7.404036248
"2017-10-29T10:55:11.195991485Z","bluemix","512",302.852596406
"2018-02-12T02:37:28.167578217Z","bluemix","128",6.702624771
"2017-10-30T01:00:12.459771281Z","bluemix","512",5.022360564
"2018-01-29T00:15:13.498961199Z","bluemix","512",5.590821581
"2018-02-08T23:08:51.909725487Z","google","128",5144.785406261
"2018-02-05T06:30:16.406514945Z","bluemix","512",6.124843178
"2018-02-12T04:30:20.89239007Z","bluemix","512",11.548113321
"2018-01-10T21:40:12.664080231Z","bluemix","512",5.46193507
"2018-02-19T05:50:56.286206406Z","bluemix","512",44.618101699
"2018-02-19T17:50:34.958534545Z","bluemix","256",6.447085589
"2018-02-28T07:07:58.627590344Z","bluemix","128",41.704716232
"2018-02-08T15:25:12.239876244Z","bluemix","512",1204.108705649
"2017-11-13T10:45:34.689924521Z","bluemix","256",2095.85111921
"2017-09-28T22:25:12.804000227Z","bluemix","512",5.271192781
"2018-02-28T09:11:15.321487562Z","bluemix","256",29.915085819
"2018-03-09T18:12:23.825017826Z","bluemix","128",315.972014652
"2017-11-29T20:10:13.910195079Z","bluemix","512",6.4545474800000004
"2017-11-23T02:15:12.873746159Z","bluemix","512",5.095504901
"2018-01-23T05:08:54.3512824Z","google","128",5769.926052027
"2018-02-28T16:21:44.485098308Z","bluemix","256",24.359088865
"2018-03-01T16:15:12.841141165Z","bluemix","512",5.524862752
"2018-01-23T10:28:51.243402659Z","google","512",5.623314714
"2018-02-12T01:15:14.952709118Z","bluemix","512",5.916317368
"2018-01-25T15:02:38.291564579Z","bluemix","128",1205.140599529
"2017-09-22T17:28:05.501921184Z","google","128",4.199271603
"2018-01-28T16:35:41.461976631Z","bluemix","256",1202.207375316
"2018-02-26T17:00:45.46641695Z","bluemix","256",12.751286125
"2018-02-28T11:23:25.330738099Z","bluemix","128",23.148540533
"2017-12-18T03:17:39.976150604Z","bluemix","128",5.564960531
"2017-10-30T10:10:10.736105862Z","bluemix","512",304.165046011
"2018-02-19T04:35:18.826167931Z","bluemix","512",9.280755939
"2017-11-23T20:15:11.724475124Z","bluemix","512",5.068745093
"2018-01-23T09:21:15.220082271Z","google","256",7.022399815
"2017-11-22T12:05:17.719115223Z","bluemix","512",9.614477081
"2018-02-14T04:05:30.875698196Z","bluemix","256",19800.014068311
"2018-03-06T19:15:47.903316053Z","bluemix","256",5.622228451
"2017-12-18T11:35:42.238549682Z","bluemix","256",114906.048214869
"2017-12-08T17:25:44.439839522Z","bluemix","256",6.135277308
"2017-11-23T05:47:14.136106198Z","bluemix","128",282.725248243
"2018-02-12T06:07:25.588323514Z","bluemix","128",6.205251193
"2017-12-13T04:13:54.853561408Z","google","128",3346.737471224
"2017-09-21T17:53:05.596563448Z","google","128",4.558440093
"2018-02-08T19:35:12.934639924Z","bluemix","512",604.612056177
"2017-11-03T16:52:40.391624009Z","bluemix","128",5407.704824291
"2017-12-13T23:05:27.318451235Z","google","1024",3312.772003935
"2017-11-25T03:57:31.898374883Z","bluemix","128",603.547207918
"2017-10-30T20:45:40.544710821Z","aws","1536",10805.961655414
"2017-10-05T08:45:41.551585125Z","aws","1536",14119.3990451
"2017-11-25T00:16:02.352335043Z","aws","1024",16802.732706147
"2017-12-22T20:34:42.047859004Z","aws","512",21882.66288753
"2018-03-08T11:13:15.26349488Z","aws","128",17547.65021922
"2018-01-29T13:15:58.930337279Z","aws","1024",16094.681017226
"2017-11-17T12:16:03.654781317Z","aws","1024",25505.364951861
"2017-11-06T06:26:03.804756303Z","aws","1024",3009.689840707
"2018-02-07T21:14:51.972351425Z","aws","512",17035.322260008
"2018-01-26T04:26:02.728110977Z","aws","1024",27459.177112425
"2017-12-08T00:42:14.724712669Z","aws","256",4453.897081805
"2018-01-30T18:14:51.330856237Z","aws","512",21586.730743002
"2017-12-12T18:20:49.256997379Z","aws","1536",10643.986327576
"2018-01-24T05:03:55.787631569Z","aws","512",5467.80550353
"2018-01-10T12:23:23.67539013Z","aws","128",24027.837566262
"2018-01-15T16:31:02.069755896Z","aws","1024",8682.322511493
"2018-03-01T23:40:35.961064627Z","aws","1536",19939.047904425
"2017-12-12T23:32:31.847529693Z","aws","256",18763.802217866
"2017-12-10T03:36:00.513442179Z","aws","1024",6751.538306875
"2017-10-20T02:17:34.308738091Z","aws","256",25229.305463483
"2017-10-15T23:06:03.357092424Z","aws","1024",5705.890430182
"2018-02-05T13:32:24.352206095Z","aws","256",10557.625653673
"2018-02-19T21:20:54.948252534Z","aws","1024",13864.297623628
"2017-11-22T13:22:35.71010234Z","aws","256",626.107993413
"2018-02-01T10:23:24.3124301Z","aws","128",13806.703976301
"2017-12-06T05:26:02.403896963Z","aws","1024",21007.924614463
"2017-11-18T21:21:04.697691562Z","aws","1024",18010.085308489
"2018-03-05T19:42:11.861403618Z","aws","256",22473.624313169
"2018-03-05T19:28:07.5189445Z","aws","128",21628.301235695
"2017-10-15T00:19:38.739176957Z","aws","512",16803.515177015
"2018-02-15T16:28:07.092644624Z","aws","128",25545.248016199
"2018-01-17T19:40:04.578501575Z","aws","1536",6691.397256611
"2017-10-11T05:09:45.613707233Z","aws","512",17414.639863357
"2018-02-13T12:20:51.834763185Z","aws","1024",17268.825330205
"2018-01-06T13:07:32.177253758Z","aws","256",17523.836369523
"2018-01-29T05:35:38.387080092Z","aws","1536",10860.75506066
"2018-02-13T19:10:52.370710899Z","aws","1024",13447.090875281
"2017-11-20T02:45:19.781709942Z","aws","1536",23370.185254029
"2017-11-18T13:20:53.249680459Z","aws","1536",13810.28237219
"2017-12-22T04:48:19.506937824Z","aws","128",19247.479285366
"2018-01-23T22:18:24.764665435Z","aws","128",28336.572488513
"2017-10-25T23:15:05.427476759Z","aws","1536",14364.965195617
"2017-12-07T23:25:47.455282548Z","aws","1536",24585.614077632
"2018-02-14T23:33:07.33913782Z","aws","128",13700.975833293
"2018-01-14T18:30:22.676850355Z","aws","1536",7955.574403564
"2017-10-07T02:21:02.566043154Z","aws","1024",21305.592179401
"2018-03-03T05:34:47.511333109Z","aws","512",12053.677403383
"2017-10-23T23:02:33.858983976Z","aws","256",24324.776853488
"2018-03-02T06:18:04.882668155Z","aws","128",13810.033532972
"2017-10-17T04:21:02.232256204Z","aws","1024",11106.742359461
"2018-03-02T23:09:47.450163752Z","aws","512",12947.487927449
"2018-02-03T21:06:02.541470664Z","aws","1024",2876.384121724
"2018-02-05T07:06:03.618322397Z","aws","1024",16081.835165531
"2018-03-05T00:33:07.52813123Z","aws","128",13365.023904089
"2018-01-12T00:24:39.077489608Z","aws","512",25361.766649317
"2017-12-07T03:21:01.254602536Z","aws","1024",28503.824405861
"2017-12-01T02:19:57.627472514Z","aws","512",17100.864732147
"2018-03-06T23:34:44.900505568Z","aws","512",22499.905400961
"2017-10-02T08:17:21.162042532Z","aws","256",17416.347989455
"2017-12-06T05:28:22.866355337Z","aws","128",21044.35577971
"2017-12-12T18:18:34.09685529Z","aws","128",10508.692563894
"2018-01-29T02:31:00.800905969Z","aws","1024",15166.137270789
"2017-11-26T21:25:36.55431207Z","aws","1536",28538.828837733
"2018-01-20T19:27:23.482194464Z","aws","256",13142.905151654
"2018-01-26T08:09:08.457249136Z","aws","512",13337.550145096
"2017-09-30T00:25:32.989190572Z","aws","1536",3003.383895898
"2017-09-24T18:19:51.301467687Z","aws","1536",5358.150817579
"2017-09-20T02:04:50.498615947Z","aws","512",23711.246413302
"2018-01-13T05:22:23.44350554Z","aws","256",21077.06888024
"2017-10-25T19:12:31.842659383Z","aws","256",8431.395654409
"2017-11-22T01:40:11.861183012Z","bluemix","512",5.253677725
"2017-10-13T16:15:11.149780268Z","bluemix","512",1203.528927854
"2017-11-26T06:57:30.562906887Z","bluemix","128",5.491746085
"2017-11-27T00:05:16.679905586Z","bluemix","512",9.255247746
"2017-09-21T23:38:03.671314233Z","google","128",4.558445141
"2017-11-25T00:37:39.680849525Z","bluemix","128",2108.299770399
"2017-10-30T10:48:49.522747231Z","google","128",17121.979449391
"2018-02-28T09:03:01.230972113Z","bluemix","128",27.607124716
"2018-02-06T01:04:32.185218524Z","google","512",6.194440374
"2017-09-30T05:55:12.277596844Z","bluemix","512",304.717598089
"2018-01-30T02:28:49.080977445Z","google","128",16245.044194199
"2018-02-28T20:42:57.244769557Z","bluemix","128",25.608982268
"2018-03-06T11:47:22.235797881Z","bluemix","128",5.23490338
"2018-02-19T08:02:05.338627049Z","bluemix","256",28.697670834
"2018-02-07T16:55:14.320870802Z","bluemix","512",5.340590495
"2018-02-05T03:40:15.546394665Z","bluemix","512",6.087534589
"2018-02-24T06:47:17.428465929Z","bluemix","128",6.003821944
"2017-11-14T00:22:37.177087477Z","bluemix","128",303.587961188
"2017-12-04T18:57:33.659069806Z","bluemix","128",3601.665077932
"2018-01-23T02:40:23.893367035Z","google","1024",3909.339861658
"2017-11-12T02:30:15.635627073Z","bluemix","512",7.54025297
"2017-12-06T18:57:32.034805731Z","bluemix","128",9589.042015704
"2017-11-11T01:00:11.495861602Z","bluemix","512",304.590368596
"2018-02-24T03:45:31.942242337Z","bluemix","256",5.234851752
"2018-01-11T17:10:12.472582895Z","bluemix","512",5.382352297
"2017-09-27T04:24:44.80539752Z","google","512",4.9468455890000005
"2017-10-18T06:57:24.722037722Z","bluemix","128",5.409614398
"2017-12-07T21:10:16.1756017Z","bluemix","512",2708.412067259
"2018-02-07T06:35:12.523962311Z","bluemix","512",5.276926806
"2017-12-20T18:00:44.398208034Z","bluemix","256",6006.544448971
"2018-02-19T21:37:20.092109438Z","bluemix","128",7.834116881
"2018-02-14T09:50:33.711788749Z","bluemix","256",4505.466731179
"2018-02-26T13:58:33.431643194Z","bluemix","128",28.234305208
"2018-03-05T20:12:19.195918297Z","bluemix","128",600.965321368
"2017-11-11T09:15:11.179331653Z","bluemix","512",304.100096446
"2017-11-29T20:40:12.298655061Z","bluemix","512",1505.506856358
"2018-01-24T08:58:54.518083761Z","google","128",666.709920357
"2017-09-21T11:58:01.739672181Z","google","128",4.304168332
"2018-03-07T08:50:38.421351699Z","google","2048",5703.580320016
"2018-02-08T12:15:13.515181149Z","bluemix","512",5.377780552
"2017-10-09T16:52:33.453197972Z","bluemix","128",2405.228622621
"2018-01-20T13:56:13.974086782Z","google","256",7.187790214
"2018-02-21T00:30:31.123535542Z","bluemix","256",5.28195052
"2018-02-12T04:22:37.310480251Z","bluemix","128",5.792749454
"2017-11-23T00:20:11.621683596Z","bluemix","512",5.314040761
"2018-01-29T07:10:16.636446698Z","bluemix","512",8.378392821
"2017-12-09T19:00:11.992325321Z","bluemix","512",86104.239950183
"2017-12-05T11:10:11.168616013Z","bluemix","512",57903.579734975
"2018-03-10T18:23:39.496227412Z","google","128",3948.262119347
"2018-01-28T18:05:41.016477383Z","bluemix","256",1204.31899353
"2018-03-09T14:00:28.259757266Z","bluemix","256",2113.185761074
"2018-02-21T13:53:43.396578236Z","google","128",365457.96487932
"2018-02-07T15:50:13.812475798Z","bluemix","512",5.396348594
"2017-12-17T11:46:32.0481666Z","google","256",103221.89288511
"2018-01-25T19:37:39.546120008Z","bluemix","128",5.524934874
"2017-09-22T20:48:03.166211327Z","google","128",4.6203484790000005
"2018-02-24T06:05:31.847986796Z","bluemix","256",5.196506399
"2018-02-18T22:45:41.798792741Z","bluemix","256",13.546662528
"2017-09-22T05:56:35.248138181Z","google","256",82830.044477713
"2018-02-05T00:30:12.984609058Z","bluemix","512",5.151430271
"2017-11-26T22:45:11.666571325Z","bluemix","512",5.558529842
"2017-11-27T00:45:12.633012589Z","bluemix","512",5.23165749
"2018-02-07T01:55:13.299564728Z","bluemix","512",5.451295366
"2017-12-12T20:35:12.420694513Z","bluemix","512",1204.967339952
"2017-11-24T23:37:35.324145707Z","bluemix","128",5.541466597
"2017-10-30T16:55:11.723041285Z","bluemix","512",5.128783119
"2017-12-14T14:50:56.033326522Z","azure",,13789.0446386
"2018-01-22T19:10:13.833045756Z","google","512",2724.600768939
"2017-10-07T00:05:16.196727908Z","bluemix","512",6.192809907
"2017-11-11T23:15:12.340963863Z","bluemix","512",5.123666315
"2018-01-22T17:55:22.878022473Z","google","1024",2106.73932658
"2018-02-28T17:20:14.813368254Z","bluemix","512",7.545573439
"2017-12-11T04:30:13.447440095Z","bluemix","512",5.704808416
"2017-12-02T14:04:00.50473196Z","google","128",348.187102464
"2018-03-08T17:07:20.015889254Z","bluemix","128",5.477954285
"2018-02-08T22:05:14.87130458Z","bluemix","512",5.220867041
"2017-09-25T18:20:43.199229101Z","bluemix","256",5.372261847
"2017-09-21T15:14:05.806400928Z","google","512",4.7713754999999995
"2017-11-23T17:20:11.965310197Z","bluemix","512",5.111270139
"2017-12-02T13:32:37.382310776Z","bluemix","128",607.513474698
"2017-10-03T21:47:26.897743953Z","bluemix","128",5398.319833987
"2017-11-23T17:25:15.723948833Z","bluemix","512",8.434941133
"2017-09-26T20:09:46.198679243Z","google","512",4.954473321
"2017-12-04T02:00:12.720900028Z","bluemix","512",5.986310317
"2017-11-07T08:35:42.971210803Z","google","2048",297.276226724
"2018-02-28T20:01:55.822250879Z","bluemix","256",34.949995043
"2018-03-01T06:30:13.644859262Z","bluemix","512",905.878401596
"2018-02-05T17:57:34.38098237Z","bluemix","128",6.217910349
"2017-12-19T04:04:52.228367331Z","google","512",6.8343383410000005
"2018-01-14T23:00:45.044133401Z","azure",,239395.744968201
"2017-11-12T10:00:13.135117673Z","bluemix","512",305.309934463
"2017-11-23T19:05:13.696803691Z","bluemix","512",6.326087239
"2018-02-04T00:01:34.894542649Z","google","256",82530.870109591
"2017-11-12T13:35:13.481416481Z","bluemix","512",5.966134459
"2018-01-22T22:40:51.154173813Z","google","2048",8707.948541928
"2018-01-20T08:06:34.190279749Z","google","256",9031.150109065
"2017-09-20T15:03:11.738703401Z","google","128",4.998407891
"2018-02-27T08:00:13.123254516Z","bluemix","512",5.61569106
"2018-02-06T22:50:14.864569011Z","bluemix","512",5.734668118
"2018-02-28T17:05:54.974825097Z","bluemix","256",9.700548722
"2017-09-22T05:45:44.295176586Z","bluemix","256",305.673304053
"2017-12-05T14:55:40.546066167Z","bluemix","256",903.195951611
"2017-11-16T23:15:26.472266821Z","google","1024",389710.348493895
"2018-03-09T14:06:22.677285045Z","bluemix","128",5.564469972
"2017-11-23T09:25:13.611103402Z","bluemix","512",6.693215426
"2018-03-10T15:17:18.924557247Z","bluemix","128",4205.380269641
"2017-11-12T10:28:54.907281172Z","google","128",7244.730434222
"2018-01-15T13:50:12.337907627Z","bluemix","512",5.147120478
"2017-11-23T16:55:12.148734921Z","bluemix","512",5.161286157
"2017-09-21T10:14:05.832803953Z","google","512",4.7042653340000005
"2017-10-13T13:15:11.222431814Z","bluemix","512",2703.944240591
"2018-02-26T13:56:17.294271096Z","bluemix","256",19.041852818
"2017-12-09T23:12:34.459603656Z","bluemix","128",304.993092878
"2018-02-28T08:26:04.30689903Z","bluemix","256",25.567058424
"2017-12-17T12:20:20.84075977Z","google","512",8422.011514547
"2018-03-09T21:37:19.560807863Z","bluemix","128",6.029527488
"2017-12-05T16:26:07.987575344Z","google","256",6.293039185
"2017-11-07T15:45:12.02892166Z","bluemix","512",151205.088250783
"2017-12-18T13:52:40.466677976Z","bluemix","128",11.621795336
"2017-11-24T23:57:37.762300684Z","bluemix","128",7.071525228
"2018-01-26T15:22:33.357762736Z","bluemix","128",5.498455403
"2017-09-20T20:04:05.969929373Z","google","512",5.309227676
"2018-03-02T03:15:21.657037102Z","google","1024",187805.434735744
"2017-10-30T07:45:24.180980573Z","google","1024",308.071156712
"2017-10-28T18:55:13.279413616Z","bluemix","512",5.244985556
"2018-03-05T05:10:15.478761095Z","bluemix","512",6.136704204
"2018-02-12T09:40:37.218943998Z","bluemix","256",5400.344547857
"2017-11-22T04:55:12.237362867Z","bluemix","512",5.084659848
"2017-10-27T18:20:53.410617199Z","google","2048",271208.236155927
"2017-09-22T19:48:02.642004854Z","google","128",4.296080771
"2018-03-01T18:55:13.856501148Z","bluemix","512",606.086083122
"2018-01-24T09:00:39.006887933Z","bluemix","256",100499.706734957
"2018-02-19T08:45:41.344791729Z","bluemix","512",28.964715106
"2018-02-18T23:18:09.095470216Z","bluemix","128",20.498649397
"2017-12-18T23:50:08.353048657Z","google","512",126611.892479313
"2017-10-01T05:13:43.120823583Z","google","128",17133.413169078
"2018-03-05T01:45:17.463221485Z","bluemix","512",9.605742192
"2018-02-07T11:50:16.9968752Z","bluemix","512",5.936549338
"2017-11-21T23:25:17.098214076Z","bluemix","512",8.391892518
"2017-11-22T03:40:13.38186045Z","bluemix","512",5.155837815
"2018-03-05T00:10:20.11157375Z","bluemix","512",10.813944736
"2017-12-20T21:45:43.843684115Z","bluemix","256",12606.585351319
"2017-12-11T03:25:18.731095509Z","bluemix","512",10.760776574
"2018-02-28T18:08:06.092955938Z","bluemix","128",30.91130211
"2017-09-22T02:03:09.53260674Z","google","128",4.887259942
"2017-10-24T14:08:57.183121093Z","google","128",17144.355341314
"2018-03-03T02:57:13.085298467Z","bluemix","128",15301.248988036
"2018-03-05T10:52:32.681651501Z","bluemix","128",8.907707002
"2018-02-20T17:20:32.275759303Z","bluemix","256",5.223066243
"2018-02-07T23:20:13.897314883Z","bluemix","512",5.616362054
"2017-10-13T08:05:16.963205506Z","google","512",218438.333586058
"2017-10-04T21:50:11.582837623Z","bluemix","512",3904.500005662
"2018-01-11T18:02:33.329109709Z","bluemix","128",1201.1485672
"2018-02-06T00:23:12.279274787Z","google","128",5.395149397
"2018-01-23T10:30:22.72449408Z","google","1024",6.2734978009999995
"2018-03-05T08:21:54.795539796Z","bluemix","256",31.677830736
"2017-11-11T21:40:11.775586404Z","bluemix","512",603.0059792
"2018-01-29T07:20:12.3253922Z","bluemix","512",5.13490787
"2018-01-11T22:02:15.698359217Z","bluemix","128",1212.007169284
"2018-01-14T03:50:12.538280695Z","google","512",3661.183056141
"2018-02-02T17:17:33.193942622Z","bluemix","128",6.157482289
"2018-02-26T15:11:33.846310803Z","bluemix","256",28.649397047
"2017-10-07T04:20:11.411414342Z","bluemix","512",5104.536656229
"2018-01-23T13:53:13.609201572Z","google","128",5.91219462
"2017-09-21T00:59:06.281738583Z","google","512",5.130217584
"2018-02-07T04:35:13.252718185Z","bluemix","512",5.773938542
"2018-02-08T02:05:13.883295277Z","bluemix","512",6.111022456
"2018-02-26T16:33:49.152984791Z","bluemix","128",22.20578053
"2018-03-10T04:07:17.473733652Z","bluemix","128",301.609676369
"2017-10-29T05:25:12.088434962Z","bluemix","512",304.51250957
"2017-10-20T08:25:41.186035887Z","bluemix","256",3294.247200291
"2017-12-04T03:15:12.759809772Z","bluemix","512",5.181847765
"2017-11-10T16:15:12.06466703Z","bluemix","512",302.837058574
"2018-02-18T22:35:13.666936434Z","bluemix","512",5.803451671
"2018-01-15T08:25:50.078099003Z","google","2048",5.7982218119999995
"2017-09-22T22:48:06.527754842Z","google","128",4.354996907
"2017-10-30T09:45:10.690177806Z","bluemix","512",902.497271764
"2018-01-24T09:57:58.41765436Z","google","128",5.027526159
"2017-09-21T12:14:04.494993221Z","google","512",4.668630135
"2017-10-02T01:58:58.941595801Z","google","128",9970.54046277
"2018-02-28T09:00:15.886345955Z","bluemix","512",8.172496366
"2017-12-04T00:37:38.115846322Z","bluemix","128",303.637395844
"2017-12-19T04:14:28.613265936Z","google","512",5.390294116
"2017-10-29T20:05:13.916667135Z","bluemix","512",5.12733433
"2018-02-28T10:10:23.078849243Z","bluemix","512",12.796306999
"2017-09-20T22:14:46.071277829Z","google","512",5.8007175570000005
"2018-03-05T22:18:43.840160699Z","google","128",5773.764380211
"2018-02-07T19:20:12.206210011Z","bluemix","512",304.37728224
"2017-11-08T22:30:13.004776111Z","bluemix","512",11402.992170256
"2018-01-23T08:23:14.565234219Z","google","128",7.395630166
"2018-02-26T16:37:48.42897189Z","bluemix","128",12.459419069
"2017-09-21T19:23:07.649799483Z","google","128",4.224889656
"2017-12-16T18:57:34.624637152Z","bluemix","128",93903.902902543
"2018-02-02T17:23:26.972493366Z","aws","128",21325.678894486
"2017-10-18T00:14:51.785624823Z","aws","1536",23357.821984674
"2017-12-01T03:37:28.464702553Z","aws","256",4223.968810797
"2017-09-25T09:27:19.801432751Z","aws","256",25527.338681097
"2017-11-09T06:22:31.361571175Z","aws","256",21319.034418223
"2017-11-08T22:36:01.985449888Z","aws","1536",21951.611121662
"2018-01-17T11:18:21.139446012Z","aws","128",20421.24133624
"2018-01-09T06:19:58.285499649Z","aws","512",16769.157615471
"2017-11-10T15:45:03.18068264Z","aws","512",23126.13346357
"2017-11-10T20:25:57.942795404Z","aws","1024",16502.93394322
"2018-01-23T14:23:27.216297972Z","aws","128",27523.415282323
"2018-03-06T23:38:02.230419731Z","aws","128",25792.288872312
"2018-02-19T08:25:22.76398128Z","aws","128",18736.905373657
"2018-03-08T05:33:07.235177729Z","aws","128",3996.817613981
"2018-03-06T02:04:50.018809432Z","aws","512",1481.156468247
"2018-02-18T12:34:52.867191908Z","aws","512",19521.442726498
"2018-03-07T22:30:50.712674798Z","aws","1024",25527.72294858
"2017-12-20T14:32:29.555671099Z","aws","256",21983.931414965
"2017-12-18T14:48:21.346329037Z","aws","128",7382.280791743
"2018-03-01T17:20:16.443084773Z","aws","1536",24735.691754429
"2017-10-17T01:09:41.425339615Z","aws","512",13806.941868073
"2018-01-13T05:20:35.065204737Z","aws","1536",20968.837967215
"2017-12-22T20:36:02.289029823Z","aws","1024",28370.128019435
"2018-02-22T05:25:16.400238071Z","aws","1536",29529.093804329
"2017-12-18T12:42:26.75269966Z","aws","256",15582.473002216
"2018-02-28T12:12:47.441933519Z","aws","256",14524.595694887
"2017-12-01T10:07:29.935631084Z","aws","256",23119.710794974
"2018-01-15T06:28:23.178992155Z","aws","128",28520.18924283
"2018-03-03T16:45:51.433691577Z","aws","1024",22792.398296105
"2017-12-16T14:28:21.22385268Z","aws","128",7492.313433523
"2017-10-23T23:07:37.063118444Z","aws","256",24.350774673
"2018-01-26T11:20:28.21809581Z","aws","1536",10971.010593966
"2018-01-22T07:15:58.342782013Z","aws","1024",16292.994564609
"2017-10-21T15:24:53.63652323Z","aws","512",7515.754339641
"2018-02-20T05:25:50.320472348Z","aws","1024",14591.87722933
"2017-10-09T15:09:52.82878576Z","aws","512",19510.988968511
"2017-10-04T14:17:26.873853518Z","aws","256",9026.896116328
"2017-11-30T14:37:29.517505246Z","aws","256",28527.030820016
"2018-01-11T11:27:22.109143367Z","aws","256",28972.613331556
"2017-12-05T16:33:04.384216172Z","aws","128",3925.654469493
"2018-02-05T13:35:44.707400488Z","aws","1536",23151.924914067
"2018-01-06T15:40:59.707392484Z","aws","1024",26732.03611239
"2018-01-23T22:15:37.23719656Z","aws","1536",9508.815831968
"2018-01-17T11:15:35.866814629Z","aws","1536",20256.229347141
"2018-01-19T11:33:26.323293573Z","aws","128",23123.529375386
"2018-03-09T23:10:09.942255239Z","aws","1536",23155.146954101
"2017-09-23T20:07:22.561498156Z","aws","256",19825.220255156
"2017-11-02T14:37:33.614995499Z","aws","256",25822.106907023
"2017-09-28T05:05:35.816706413Z","aws","1536",12908.923176753
"2017-10-18T14:45:28.267908722Z","aws","1536",4204.608771579
"2018-01-27T07:37:28.328662599Z","aws","256",22557.373218485
"2017-10-20T09:11:01.694278939Z","aws","1024",16794.961828211
"2018-02-07T21:10:59.823891225Z","aws","1024",16803.365995905
"2017-11-07T03:22:25.569163784Z","aws","256",21623.492141353
"2017-11-06T13:14:55.427545087Z","aws","512",3314.176897825
"2017-11-25T07:37:28.202863709Z","aws","256",26122.66889258
"2017-12-22T06:52:25.581938509Z","aws","256",7272.63702078
"2017-10-22T05:45:29.586998595Z","aws","1536",5689.687045532
"2017-12-02T23:20:44.816423402Z","aws","1536",3911.116800762
"2017-12-13T12:24:52.049421335Z","aws","512",22066.499830718
"2017-09-27T17:27:25.733632928Z","aws","256",11126.733512913
"2018-02-27T17:27:14.956079676Z","aws","256",29417.661072817
"2018-02-25T05:29:37.290927346Z","aws","512",1021.51844343
"2017-11-07T11:11:04.995200317Z","aws","1024",27905.716913523
"2017-10-08T23:25:33.760277391Z","aws","1536",10806.66066889
"2017-11-30T18:08:35.088157331Z","aws","128",27961.876478577
"2017-11-23T11:27:37.438122893Z","aws","256",3652.351872734
"2017-11-17T19:14:45.062945313Z","aws","512",13795.293094165
"2017-10-23T09:20:59.81336145Z","aws","1024",2405.14552378
"2017-09-19T19:22:24.224037519Z","aws","256",19228.141629639
"2018-02-06T21:20:14.496403095Z","bluemix","512",5.782447401
"2018-03-09T14:12:03.86725128Z","google","128",6.754233717
"2017-11-25T17:32:40.692216684Z","bluemix","128",5.5403911489999995
"2018-01-26T13:17:31.297993772Z","bluemix","128",5.613308234
"2017-11-12T02:25:15.100044267Z","bluemix","512",7.775160499
"2017-11-22T17:30:53.14919343Z","bluemix","256",7.147438786
"2018-01-08T20:43:49.667543778Z","google","128",37239.42480661
"2017-11-01T15:52:36.750906284Z","bluemix","128",73800.789481743
"2018-02-12T08:05:12.232696651Z","bluemix","512",903.072063894
"2018-02-28T09:55:22.016379068Z","bluemix","512",13.193627624
"2017-11-26T03:53:50.815420192Z","google","128",16242.096340171
"2017-11-12T09:00:11.742644154Z","bluemix","512",1504.521670528
"2018-02-28T00:48:15.569214168Z","bluemix","128",33.127052275
"2018-01-26T11:17:25.083009653Z","bluemix","128",5.564818613
"2018-02-19T00:57:16.078818608Z","bluemix","128",303.57168919
"2017-12-12T17:37:41.41025647Z","bluemix","128",1532.416349807
"2018-02-08T05:40:13.619097751Z","bluemix","512",5.854233891
"2017-11-22T07:05:14.56479468Z","bluemix","512",6.505254076
"2018-02-28T12:06:09.125549555Z","bluemix","256",32.490718435
"2018-03-06T22:45:34.575416481Z","bluemix","256",5.236230955
"2017-11-27T00:17:33.348392204Z","bluemix","128",5.435419074
"2017-11-22T16:20:48.946223699Z","bluemix","256",13.769063348
"2018-02-01T08:57:32.610926547Z","bluemix","128",7826.470757203
"2017-11-23T12:15:11.605850208Z","bluemix","512",5.192777301
"2017-11-23T05:35:14.316260167Z","bluemix","512",5.416017023
"2017-11-20T23:11:41.752255305Z","google","256",87935.834839342
"2018-02-19T21:30:35.476271365Z","bluemix","256",5.40023358
"2017-12-05T11:05:44.600172158Z","bluemix","256",21306.345033909
"2018-02-28T01:08:19.078807947Z","bluemix","128",27.411974783
"2017-10-30T04:50:11.6897455Z","bluemix","512",5.128571002
